==>Arguments:
arch:ridge
checkpoint:./checkpoints/
datapath:./data/
epochs:200
evaluate:False
gamma:0.1
gpu_id:0
lr:0.01
momentum:0.9
reg:0.0001
schedule:[70, 120, 160]
train_batchsize:64
val_batchsize:16
==>Training log:
Learning Rate	Train Loss	Valid Loss	Train Acc	Valid Acc	
0.000100	2.201771	2.169834	25.974310	29.602028	
0.000100	2.200605	2.169635	26.116276	29.613552	
0.000100	2.200711	2.169339	26.102625	29.651966	
0.000100	2.200719	2.169737	26.098530	29.586662	
0.000100	2.199624	2.169487	26.210464	29.628918	
0.000100	2.202257	2.170585	25.972944	29.444529	
0.000100	2.199702	2.169727	26.196814	29.559772	
0.000100	2.201659	2.169114	25.978405	29.663490	
0.000100	2.200343	2.169782	26.157227	29.602028	
0.000100	2.199799	2.169076	26.236401	29.644283	
0.000010	2.201272	2.169299	26.017990	29.625076	
0.000010	2.200180	2.169416	26.119005	29.605869	
0.000010	2.200759	2.169405	26.039831	29.590504	
0.000010	2.198992	2.169482	26.368811	29.602028	
0.000010	2.200754	2.169478	26.113544	29.613552	
0.000010	2.200088	2.169626	26.109449	29.590504	
0.000010	2.200785	2.169550	26.080784	29.598186	
0.000010	2.199999	2.169474	26.114910	29.609711	
0.000010	2.201552	2.169585	26.002975	29.598186	
0.000010	2.200404	2.169731	26.086245	29.598186	
0.000010	2.201356	2.169753	26.031641	29.578979	
0.000010	2.199705	2.169812	26.134020	29.567455	
0.000010	2.200171	2.169993	26.138117	29.536724	
0.000010	2.199220	2.170012	26.307383	29.540565	
0.000010	2.199753	2.170005	26.259605	29.517517	
0.000010	2.200154	2.169796	26.116276	29.540565	
0.000010	2.200260	2.169548	26.105354	29.594345	
0.000010	2.199774	2.169669	26.164051	29.586662	
0.000010	2.198952	2.169737	26.323763	29.590504	
0.000010	2.198812	2.169641	26.245955	29.598186	
0.000010	2.201385	2.169621	25.945642	29.598186	
0.000010	2.200478	2.169747	26.093069	29.598186	
0.000010	2.199785	2.169667	26.213194	29.613552	
0.000010	2.201034	2.169733	26.031641	29.590504	
0.000010	2.200415	2.169801	26.159956	29.575138	
0.000010	2.200377	2.169690	26.134020	29.617393	
0.000010	2.199807	2.169796	26.177702	29.598186	
0.000010	2.199627	2.169780	26.247320	29.609711	
0.000010	2.200085	2.169579	26.106720	29.598186	
0.000010	2.200941	2.169667	26.125830	29.586662	
0.000010	2.200205	2.169628	26.101259	29.598186	
0.000010	2.199600	2.169591	26.158592	29.617393	
0.000010	2.201041	2.169675	26.022085	29.602028	
0.000010	2.201364	2.169656	25.996149	29.594345	
0.000010	2.199871	2.169537	26.210464	29.590504	
0.000010	2.202135	2.169662	25.876024	29.598186	
0.000010	2.200539	2.169577	26.072594	29.586662	
0.000010	2.199256	2.169617	26.213194	29.578979	
0.000010	2.200533	2.169538	26.091703	29.602028	
0.000010	2.200825	2.169597	26.058943	29.590504	
